Date,Open,High,Low,Close,Adj Close,Volume
2001-02-14,3920.000000,4040.000000,3900.000000,3980.000000,2940.758789,19710000
2001-02-15,4200.000000,4210.000000,4100.000000,4130.000000,3051.589600,34930000
2001-02-16,4150.000000,4310.000000,4130.000000,4250.000000,3140.257568,46375000
2001-02-19,4180.000000,4210.000000,4100.000000,4190.000000,3095.923828,22880000
2001-02-20,4190.000000,4280.000000,4180.000000,4240.000000,3132.867676,18175000
2001-02-21,4160.000000,4200.000000,4140.000000,4160.000000,3073.757324,19500000
2001-02-22,4080.000000,4100.000000,3940.000000,4010.000000,2962.925293,43605000
2001-02-23,3920.000000,3970.000000,3830.000000,3840.000000,2837.313721,76855000
2001-02-26,3850.000000,3860.000000,3780.000000,3840.000000,2837.313721,35665000
2001-02-27,3840.000000,3940.000000,3790.000000,3790.000000,2800.370117,38695000
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2763.426025,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2763.426025,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2667.371826,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2748.648193,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2807.758789,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,2955.535156,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,2962.925293,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2837.313721,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2711.704346,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2689.537109,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2689.537109,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,2896.425049,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2874.258057,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2807.758789,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2822.537109,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2859.481934,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,2940.758789,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3177.200928,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3206.756104,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3066.368408,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3066.368408,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,3022.035400,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3073.757324,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,2948.147217,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2807.758789,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2704.315186,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2704.315186,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2837.313721,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2741.260254,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2689.537109,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2748.648193,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,2962.925293,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,2999.869141,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,2911.203369,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,2933.369629,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3162.423584,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3472.754639,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3317.588623,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3354.532959,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3251.090088,31185000
2001-04-25,4340.000000,4520.000000,4320.000000,4520.000000,3339.755127,26345000
2001-04-26,4340.000000,4520.000000,4320.000000,4520.000000,3339.755127,26345000
2001-04-27,4410.000000,4450.000000,4310.000000,4340.000000,3206.756104,21695000
2001-04-30,4460.000000,4620.000000,4410.000000,4580.000000,3384.088135,38225000
2001-05-01,4580.000000,4580.000000,4580.000000,4580.000000,3384.088135,0
2001-05-02,4700.000000,4700.000000,4540.000000,4580.000000,3384.088135,36510000
2001-05-03,4620.000000,4620.000000,4490.000000,4600.000000,3398.865723,25895000
2001-05-04,4410.000000,4510.000000,4410.000000,4460.000000,3295.421387,32805000
2001-05-07,4500.000000,4630.000000,4480.000000,4600.000000,3398.865723,17945000
2001-05-08,4590.000000,4620.000000,4520.000000,4590.000000,3391.477539,16825000
2001-05-09,4560.000000,4580.000000,4490.000000,4500.000000,3324.978760,20695000
2001-05-10,4500.000000,4560.000000,4440.000000,4500.000000,3324.978760,24620000
2001-05-11,4460.000000,4470.000000,4400.000000,4410.000000,3258.478516,27705000
2001-05-14,4420.000000,4460.000000,4400.000000,4430.000000,3273.256348,14310000
2001-05-15,4410.000000,4450.000000,4290.000000,4340.000000,3206.756104,26420000
2001-05-16,4300.000000,4370.000000,4200.000000,4210.000000,3110.700684,25895000
2001-05-17,4400.000000,4430.000000,4340.000000,4430.000000,3273.256348,24105000
2001-05-18,4380.000000,4420.000000,4340.000000,4410.000000,3258.478516,18915000
2001-05-21,4500.000000,4620.000000,4430.000000,4580.000000,3384.088135,28160000
2001-05-22,4720.000000,4780.000000,4620.000000,4620.000000,3413.644287,48830000
2001-05-23,4600.000000,4760.000000,4580.000000,4700.000000,3472.754639,21890000
2001-05-24,4560.000000,4600.000000,4510.000000,4530.000000,3347.145020,30275000
2001-05-25,4550.000000,4650.000000,4430.000000,4440.000000,3280.644043,33695000
2001-05-28,4420.000000,4480.000000,4380.000000,4450.000000,3288.032715,18480000
2001-05-29,4430.000000,4640.000000,4430.000000,4640.000000,3428.421143,24280000
2001-05-30,4500.000000,4530.000000,4450.000000,4470.000000,3302.811035,31815000
2001-05-31,4320.000000,4340.000000,4190.000000,4240.000000,3132.867676,63595000
2001-06-01,4300.000000,4300.000000,4210.000000,4240.000000,3132.867676,29315000
2001-06-04,4260.000000,4310.000000,4230.000000,4240.000000,3132.867676,19955000
2001-06-05,4140.000000,4240.000000,4040.000000,4060.000000,2999.869141,51520000
2001-06-06,4060.000000,4060.000000,4060.000000,4060.000000,2999.869141,0
2001-06-07,4080.000000,4310.000000,4080.000000,4280.000000,3162.423584,39865000
2001-06-08,4420.000000,4510.000000,4400.000000,4470.000000,3302.811035,42740000
2001-06-11,4330.000000,4380.000000,4280.000000,4280.000000,3162.423584,24680000
2001-06-12,4220.000000,4300.000000,4210.000000,4220.000000,3118.090332,24195000
2001-06-13,4300.000000,4310.000000,4200.000000,4280.000000,3162.423584,23645000
2001-06-14,4270.000000,4310.000000,4200.000000,4230.000000,3125.479492,27840000
2001-06-15,4190.000000,4200.000000,4120.000000,4190.000000,3095.923828,40870000
2001-06-18,4180.000000,4180.000000,4080.000000,4100.000000,3029.424072,34095000
2001-06-19,4100.000000,4170.000000,4080.000000,4110.000000,3036.812988,31275000
2001-06-20,4060.000000,4070.000000,3990.000000,4000.000000,2955.535156,38515000
2001-06-21,4000.000000,4040.000000,3920.000000,3960.000000,2925.980469,40805000
2001-06-22,3940.000000,3940.000000,3820.000000,3870.000000,2859.481934,44685000
2001-06-25,3840.000000,3930.000000,3800.000000,3870.000000,2859.481934,25925000
2001-06-26,3870.000000,3900.000000,3780.000000,3780.000000,2792.980469,33500000
2001-06-27,3790.000000,3800.000000,3700.000000,3720.000000,2748.648193,40985000
2001-06-28,3700.000000,3790.000000,3690.000000,3750.000000,2770.814941,27040000
2001-06-29,3840.000000,3850.000000,3800.000000,3840.000000,2837.313721,30675000
2001-07-02,3840.000000,3880.000000,3810.000000,3860.000000,2852.092041,23280000
2001-07-03,3900.000000,3910.000000,3870.000000,3890.000000,2874.258057,20305000
2001-07-04,3840.000000,3940.000000,3840.000000,3940.000000,2911.203369,13705000
2001-07-05,3940.000000,3950.000000,3860.000000,3860.000000,2852.092041,15550000
2001-07-06,3740.000000,3770.000000,3650.000000,3670.000000,2711.704346,38020000
2001-07-09,3500.000000,3540.000000,3390.000000,3420.000000,2526.982422,81635000
2001-07-10,3440.000000,3490.000000,3390.000000,3400.000000,2512.205811,32665000
2001-07-11,3280.000000,3410.000000,3280.000000,3380.000000,2497.427246,37970000
2001-07-12,3480.000000,3560.000000,3460.000000,3520.000000,2600.870850,66365000
2001-07-13,3640.000000,3640.000000,3360.000000,3400.000000,2512.205811,46560000
2001-07-16,3370.000000,3390.000000,3260.000000,3340.000000,2467.872070,27910000
2001-07-17,3340.000000,3340.000000,3340.000000,3340.000000,2467.872070,0
2001-07-18,3360.000000,3420.000000,3330.000000,3350.000000,2475.261963,33430000
2001-07-19,3330.000000,3540.000000,3310.000000,3540.000000,2615.648926,37325000
2001-07-20,3520.000000,3600.000000,3470.000000,3520.000000,2600.870850,29625000
2001-07-23,3500.000000,3500.000000,3430.000000,3460.000000,2556.538818,21275000
2001-07-24,3400.000000,3510.000000,3400.000000,3470.000000,2563.927246,21480000
2001-07-25,3460.000000,3590.000000,3440.000000,3570.000000,2637.815918,20905000
2001-07-26,3590.000000,3650.000000,3590.000000,3630.000000,2682.148682,21865000
2001-07-27,3730.000000,3790.000000,3690.000000,3710.000000,2741.260254,28800000
2001-07-30,3760.000000,3780.000000,3690.000000,3710.000000,2741.260254,20055000
2001-07-31,3740.000000,3810.000000,3720.000000,3790.000000,2800.370117,22230000
2001-08-01,3830.000000,3990.000000,3810.000000,3960.000000,2925.980469,57875000
2001-08-02,4020.000000,4040.000000,3880.000000,3910.000000,2889.035400,31790000
2001-08-03,4000.000000,4020.000000,3950.000000,3990.000000,2948.147217,32795000
2001-08-06,3930.000000,4000.000000,3900.000000,3980.000000,2940.758789,16130000
2001-08-07,3880.000000,3900.000000,3810.000000,3860.000000,2852.092041,22085000
2001-08-08,3820.000000,3840.000000,3740.000000,3800.000000,2807.758789,13405000
2001-08-09,3690.000000,3730.000000,3660.000000,3660.000000,2704.315186,29170000
2001-08-10,3710.000000,3780.000000,3710.000000,3730.000000,2756.036865,11580000
2001-08-13,3770.000000,3830.000000,3750.000000,3830.000000,2829.925293,18640000
2001-08-14,3900.000000,3960.000000,3870.000000,3950.000000,2918.591797,21220000
2001-08-15,3950.000000,3950.000000,3950.000000,3950.000000,2918.591797,0
2001-08-16,3840.000000,3900.000000,3820.000000,3900.000000,2881.647461,18330000
2001-08-17,3900.000000,3960.000000,3870.000000,3920.000000,2896.425049,17745000
2001-08-20,3800.000000,3830.000000,3780.000000,3800.000000,2807.758789,9435000
2001-08-21,3820.000000,3850.000000,3700.000000,3720.000000,2748.648193,21735000
2001-08-22,3630.000000,3850.000000,3630.000000,3850.000000,2844.703369,21770000
2001-08-23,3870.000000,3910.000000,3800.000000,3850.000000,2844.703369,14945000
2001-08-24,3840.000000,3880.000000,3780.000000,3840.000000,2837.313721,7515000
2001-08-27,3960.000000,4020.000000,3920.000000,3980.000000,2940.758789,37955000
2001-08-28,4000.000000,4000.000000,3930.000000,3940.000000,2911.203369,20535000
2001-08-29,3900.000000,3970.000000,3860.000000,3930.000000,2903.814209,19135000
2001-08-30,3840.000000,3940.000000,3840.000000,3920.000000,2896.425049,12585000
2001-08-31,3860.000000,3880.000000,3750.000000,3800.000000,2807.758789,25845000
2001-09-03,3810.000000,3820.000000,3750.000000,3760.000000,2778.203857,10450000
2001-09-04,3760.000000,3940.000000,3750.000000,3930.000000,2903.814209,18775000
2001-09-05,3840.000000,3850.000000,3750.000000,3790.000000,2800.370117,21020000
2001-09-06,3800.000000,3850.000000,3760.000000,3770.000000,2785.592529,17490000
2001-09-07,3760.000000,3820.000000,3690.000000,3820.000000,2822.537109,22835000
2001-09-10,3770.000000,3830.000000,3730.000000,3830.000000,2829.925293,14000000
2001-09-11,3800.000000,3850.000000,3720.000000,3740.000000,2763.426025,15810000
2001-09-12,3200.000000,3460.000000,3200.000000,3230.000000,2386.594971,84970000
2001-09-13,3360.000000,3460.000000,3320.000000,3430.000000,2534.372070,59745000
2001-09-14,3440.000000,3450.000000,3290.000000,3390.000000,2504.816650,33175000
2001-09-17,3300.000000,3360.000000,3240.000000,3280.000000,2423.539307,28450000
2001-09-18,3390.000000,3400.000000,3300.000000,3350.000000,2475.261963,24870000
2001-09-19,3300.000000,3340.000000,3260.000000,3280.000000,2423.539307,21555000
2001-09-20,3200.000000,3200.000000,3030.000000,3080.000000,2275.762451,61380000
2001-09-21,2900.000000,2940.000000,2790.000000,2850.000000,2105.819824,65415000
2001-09-24,2850.000000,2850.000000,2850.000000,2850.000000,2105.819824,0
2001-09-25,3060.000000,3070.000000,2860.000000,2860.000000,2113.208252,42065000
2001-09-26,2820.000000,2870.000000,2790.000000,2830.000000,2091.041260,33275000
2001-09-27,2760.000000,2810.000000,2680.000000,2810.000000,2076.264160,36500000
2001-09-28,2810.000000,2810.000000,2810.000000,2810.000000,2076.264160,0
2001-10-01,2810.000000,2810.000000,2810.000000,2810.000000,2076.264160,0
2001-10-02,2810.000000,2810.000000,2810.000000,2810.000000,2076.264160,0
2001-10-03,2810.000000,2810.000000,2810.000000,2810.000000,2076.264160,0
2001-10-04,3000.000000,3000.000000,2860.000000,2910.000000,2150.152100,64925000
2001-10-05,2920.000000,2970.000000,2870.000000,2950.000000,2179.707520,40035000
2001-10-08,2940.000000,2960.000000,2890.000000,2920.000000,2157.541504,19935000
2001-10-09,2960.000000,3060.000000,2960.000000,3030.000000,2238.818604,39630000
2001-10-10,2990.000000,3010.000000,2960.000000,2980.000000,2201.874023,16855000
2001-10-11,3080.000000,3200.000000,3070.000000,3180.000000,2349.650391,58170000
2001-10-12,3320.000000,3340.000000,3250.000000,3260.000000,2408.761475,47265000
2001-10-15,3200.000000,3240.000000,3180.000000,3200.000000,2364.428467,17425000
2001-10-16,3160.000000,3230.000000,3160.000000,3180.000000,2349.650391,15620000
2001-10-17,3260.000000,3300.000000,3230.000000,3280.000000,2423.539307,28595000
2001-10-18,3230.000000,3260.000000,3170.000000,3260.000000,2408.761475,21850000
2001-10-19,3300.000000,3410.000000,3260.000000,3400.000000,2512.205811,41555000
2001-10-22,3460.000000,3470.000000,3330.000000,3390.000000,2504.816650,18730000
2001-10-23,3500.000000,3530.000000,3450.000000,3480.000000,2571.315430,39580000
2001-10-24,3560.000000,3710.000000,3550.000000,3710.000000,2741.260254,56115000
2001-10-25,3700.000000,3700.000000,3620.000000,3660.000000,2704.315186,27610000
2001-10-26,3660.000000,3690.000000,3580.000000,3620.000000,2674.759766,47820000
2001-10-29,3660.000000,3700.000000,3610.000000,3680.000000,2719.092773,25480000
2001-10-30,3540.000000,3580.000000,3470.000000,3480.000000,2571.315430,33825000
2001-10-31,3410.000000,3480.000000,3410.000000,3470.000000,2563.927246,28980000
2001-11-01,3540.000000,3630.000000,3480.000000,3580.000000,2645.204590,34295000
2001-11-02,3630.000000,3670.000000,3630.000000,3660.000000,2704.315186,37920000
2001-11-05,3670.000000,3700.000000,3620.000000,3700.000000,2733.870850,30180000
2001-11-06,3780.000000,3830.000000,3760.000000,3800.000000,2807.758789,53010000
2001-11-07,3820.000000,3830.000000,3770.000000,3810.000000,2815.147949,44265000
2001-11-08,3810.000000,3870.000000,3800.000000,3860.000000,2852.092041,37600000
2001-11-09,3860.000000,3860.000000,3860.000000,3860.000000,2852.092041,0
2001-11-12,4010.000000,4050.000000,3930.000000,4000.000000,2955.535156,23500000
2001-11-13,3920.000000,4000.000000,3900.000000,4000.000000,2955.535156,30010000
2001-11-14,4100.000000,4300.000000,4060.000000,4300.000000,3177.200928,75030000
2001-11-15,4210.000000,4290.000000,4150.000000,4190.000000,3095.923828,36275000
2001-11-16,4160.000000,4190.000000,4070.000000,4180.000000,3088.534424,35795000
2001-11-19,4100.000000,4400.000000,4100.000000,4370.000000,3228.923584,39315000
2001-11-20,4400.000000,4460.000000,4270.000000,4270.000000,3155.034424,37695000
2001-11-21,4160.000000,4300.000000,4150.000000,4220.000000,3118.090332,33430000
2001-11-22,4230.000000,4320.000000,4160.000000,4320.000000,3191.978760,17595000
2001-11-23,4340.000000,4450.000000,4300.000000,4440.000000,3280.644043,27370000
2001-11-26,4470.000000,4620.000000,4470.000000,4600.000000,3398.865723,37990000
2001-11-27,4640.000000,4660.000000,4570.000000,4620.000000,3413.644287,41960000
2001-11-28,4540.000000,4600.000000,4350.000000,4380.000000,3236.311035,29700000
2001-11-29,4290.000000,4490.000000,4170.000000,4200.000000,3103.312500,53265000
2001-11-30,4460.000000,4460.000000,4330.000000,4360.000000,3221.533936,31230000
2001-12-03,4430.000000,4500.000000,4290.000000,4490.000000,3317.588623,32860000
2001-12-04,4530.000000,4610.000000,4440.000000,4600.000000,3398.865723,32740000
2001-12-05,4760.000000,5290.000000,4740.000000,5290.000000,3908.696045,115130000
2001-12-06,5560.000000,5860.000000,5350.000000,5500.000000,4063.861816,114630000
2001-12-07,5400.000000,5730.000000,5330.000000,5670.000000,4189.472168,58705000
2001-12-10,5580.000000,5580.000000,5170.000000,5200.000000,3842.196045,65280000
2001-12-11,5040.000000,5190.000000,4970.000000,5170.000000,3820.031006,52625000
2001-12-12,5160.000000,5420.000000,5030.000000,5400.000000,3989.973145,53895000
2001-12-13,5400.000000,5430.000000,5220.000000,5300.000000,3916.085449,63765000
2001-12-14,5110.000000,5230.000000,5090.000000,5100.000000,3768.307861,46510000
2001-12-17,5010.000000,5150.000000,4920.000000,5010.000000,3701.809326,41255000
2001-12-18,5080.000000,5390.000000,5080.000000,5210.000000,3849.585205,56725000
2001-12-19,5310.000000,5350.000000,5250.000000,5280.000000,3901.307861,30870000
2001-12-20,5200.000000,5410.000000,5110.000000,5300.000000,3916.085449,32435000
2001-12-21,5100.000000,5190.000000,5000.000000,5030.000000,3716.584961,41650000
2001-12-24,5050.000000,5160.000000,5010.000000,5050.000000,3731.363770,20430000
2001-12-25,5050.000000,5050.000000,5050.000000,5050.000000,3731.363770,0
2001-12-26,5130.000000,5190.000000,5080.000000,5160.000000,3812.640869,21745000
2001-12-27,5200.000000,5420.000000,5180.000000,5400.000000,3989.973145,40355000
2001-12-28,5600.000000,5620.000000,5510.000000,5580.000000,4122.972656,38480000
2001-12-31,5580.000000,5580.000000,5580.000000,5580.000000,4122.972656,0
2002-01-01,5580.000000,5580.000000,5580.000000,5580.000000,4122.972656,0
2002-01-02,5660.000000,6160.000000,5620.000000,6160.000000,4551.524902,57100000
2002-01-03,6160.000000,6160.000000,6160.000000,6160.000000,4551.524902,0
2002-01-04,6380.000000,6410.000000,6290.000000,6380.000000,4714.079590,50470000
2002-01-07,6260.000000,6430.000000,6170.000000,6360.000000,4699.300781,51455000
2002-01-08,6390.000000,6390.000000,6190.000000,6230.000000,4603.247070,38005000
2002-01-09,6210.000000,6450.000000,6190.000000,6450.000000,4765.801758,45120000
2002-01-10,6360.000000,6420.000000,6160.000000,6160.000000,4551.524902,54845000
2002-01-11,6240.000000,6350.000000,6040.000000,6120.000000,4521.969238,47680000
2002-01-14,6050.000000,6600.000000,6040.000000,6600.000000,4876.633301,48900000
2002-01-15,6430.000000,6460.000000,6160.000000,6240.000000,4610.635254,68875000
2002-01-16,6150.000000,6250.000000,6030.000000,6030.000000,4455.468750,60330000
2002-01-17,5900.000000,6060.000000,5860.000000,6000.000000,4433.302246,55605000
2002-01-18,6010.000000,6040.000000,5880.000000,5920.000000,4374.193848,44260000
2002-01-21,5800.000000,5840.000000,5720.000000,5820.000000,4300.304199,41265000
2002-01-22,5840.000000,6050.000000,5840.000000,6000.000000,4433.302246,32895000
2002-01-23,5800.000000,6190.000000,5780.000000,6160.000000,4551.524902,39900000
2002-01-24,6220.000000,6370.000000,6180.000000,6200.000000,4581.081055,38415000
2002-01-25,6330.000000,6570.000000,6260.000000,6460.000000,4773.189941,56875000
2002-01-28,6580.000000,6580.000000,6350.000000,6370.000000,4706.691406,33735000
2002-01-29,6370.000000,6450.000000,6290.000000,6300.000000,4654.968262,32140000
2002-01-30,6010.000000,6180.000000,6010.000000,6060.000000,4477.637207,39580000
2002-01-31,6060.000000,6060.000000,6060.000000,6060.000000,4477.637207,0
2002-02-01,6200.000000,6320.000000,6090.000000,6180.000000,4566.304199,35640000
2002-02-04,6200.000000,6330.000000,6180.000000,6240.000000,4610.635254,23805000
2002-02-05,6200.000000,6490.000000,6140.000000,6460.000000,4773.189941,48675000
2002-02-06,6400.000000,6480.000000,6360.000000,6380.000000,4714.079590,31845000
2002-02-07,6300.000000,6460.000000,6240.000000,6300.000000,4654.968262,36975000
2002-02-08,6320.000000,6420.000000,6220.000000,6420.000000,4743.635742,34105000
2002-02-11,6420.000000,6420.000000,6420.000000,6420.000000,4743.635742,0
2002-02-12,6420.000000,6420.000000,6420.000000,6420.000000,4743.635742,0
2002-02-13,6420.000000,6420.000000,6420.000000,6420.000000,4743.635742,0
2002-02-14,6740.000000,7100.000000,6630.000000,7100.000000,5246.075195,98365000
2002-02-15,6940.000000,7000.000000,6810.000000,6830.000000,5046.577637,42860000
2002-02-18,6820.000000,6910.000000,6780.000000,6860.000000,5068.744141,35695000
2002-02-19,6900.000000,7040.000000,6790.000000,6850.000000,5061.354980,36270000
2002-02-20,6700.000000,6870.000000,6700.000000,6800.000000,5024.411621,34980000
